Series ID,Date Reported,State (US),Carrier Type,Model Type,Reasons behind Tire Wear,Type Of Tire Wear,Max Load,Inflation Pressure,Overall Diameter
754,05-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
755,06-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
756,07-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
757,08-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
758,09-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
759,10-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
760,11-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
761,12-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
762,13-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
763,14-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
764,15-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
765,16-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
766,17-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
767,18-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
768,19-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
769,20-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
770,21-05-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
771,22-05-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
772,23-05-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
773,24-05-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
774,25-05-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
775,26-05-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
776,27-05-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
777,28-05-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
778,29-05-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
779,30-05-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
780,31-05-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
781,01-06-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
782,02-06-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
783,03-06-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
784,04-06-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
785,05-06-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
786,06-06-2016,Ohio,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
787,07-06-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
788,08-06-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
789,09-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
790,10-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
791,11-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
792,12-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
793,13-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
794,14-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
795,15-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
796,16-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
797,17-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
798,18-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
799,19-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
800,20-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
801,21-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
802,22-06-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
803,23-06-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
804,24-06-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
805,25-06-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
806,26-06-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
807,27-06-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
808,28-06-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
809,29-06-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
810,30-06-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
811,01-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
812,02-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
813,03-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
814,04-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
815,05-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
816,06-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
817,07-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
818,08-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
819,09-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
820,10-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
821,11-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
822,12-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
823,13-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
824,14-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
825,15-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
826,16-07-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
827,17-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
828,18-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
829,19-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
830,20-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
831,21-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
832,22-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
833,23-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
834,24-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
835,25-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
836,26-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
837,27-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
838,28-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
839,29-07-2016,Texas,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
840,30-07-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
841,31-07-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
842,01-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
843,02-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
844,03-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
845,04-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
846,05-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
847,06-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
848,07-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
849,08-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
850,09-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
851,10-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
852,11-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
853,12-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
854,13-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
855,14-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
856,15-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
857,16-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
858,17-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
859,18-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
860,19-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
861,20-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
862,21-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
863,22-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
864,23-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
865,24-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
866,25-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
867,26-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
868,27-08-2016,Nebraska,Light Truck,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
869,28-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
870,29-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
871,30-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
872,31-08-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
873,01-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
874,02-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
875,03-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
876,04-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
877,05-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
878,06-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
879,07-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
880,08-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
881,09-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
882,10-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
883,11-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
884,12-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
885,13-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
886,14-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
887,15-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
888,16-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
889,17-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
890,18-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
891,19-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
892,20-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
893,21-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
894,22-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
895,23-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
896,24-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
897,25-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
898,26-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
899,27-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"3,200 lbs ",40 psi,30''
900,28-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
901,29-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
902,30-09-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
903,01-10-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
904,02-10-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
905,03-10-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
906,04-10-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
907,05-10-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
908,06-10-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
909,07-10-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
910,08-10-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
911,09-10-2016,Nebraska,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
912,10-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
913,11-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
914,12-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
915,13-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
916,14-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
917,15-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
918,16-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
919,17-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
920,18-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
921,19-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
922,20-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
923,21-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
924,22-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
925,23-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
926,24-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
927,25-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
928,26-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
929,27-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
930,28-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
931,29-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
932,30-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
933,31-10-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
934,01-11-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
935,02-11-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
936,03-11-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
937,04-11-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
938,05-11-2016,Mississippi,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
939,06-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
940,07-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
941,08-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
942,09-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
943,10-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
944,11-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
945,12-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"2,500 lbs ",40 psi,30''
946,13-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
947,14-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
948,15-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
949,16-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
950,17-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
951,18-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
952,19-11-2016,California,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
953,20-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
954,21-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
955,22-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
956,23-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
957,24-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
958,25-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
959,26-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
960,27-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
961,28-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
962,29-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
963,30-11-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
964,01-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
965,02-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
966,03-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
967,04-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
968,05-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
969,06-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
970,07-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
971,08-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
972,09-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
973,10-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
974,11-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
975,12-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
976,13-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
977,14-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
978,15-12-2016,New York,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
979,16-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
980,17-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
981,18-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
982,19-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
983,20-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
984,21-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
985,22-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
986,23-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
987,24-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
988,25-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
989,26-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
990,27-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
991,28-12-2016,New Hamsphire,Passenger,Z,Excess toe-in or toe-out,Feathering,"6,000 lbs ",40 psi,30''
